challengeID,gpa,grit,materialHardship,eviction,layoff,jobTraining
329,3.477272727272727,2.7222222222222223,0.06611570247933886,0,0,0
336,2.875,2.5,0.181818181818182,0,0,0
337,3.111111111111111,2.75,0.090909090909091,0,1,0
345,3.65,2.46875,0.18181818181818193,0,0,0
349,3.388888888888889,2.9583333333333335,0.0727272727272728,0,0,0
350,3.35,2.5714285714285716,0.14876033057851254,0,0,0
351,NA,NA,NA,1,1,1
353,3.4545454545454546,3.5,0.0,0,0,1
354,3.4318181818181817,3.075,0.04958677685950418,0,0,0
358,3.275,2.642857142857143,0.04958677685950416,0,0,0
360,3.475,2.625,0.06363636363636369,0,0,0
361,NA,NA,NA,1,1,1
362,3.590909090909091,3.7222222222222223,0.0,0,0,0
363,3.6363636363636362,3.0,0.0826446280991736,0,0,0
364,3.475,3.0833333333333335,0.008264462809917354,0,0,0
370,3.425,2.71875,0.09090909090909097,0,0,0
371,3.0,1.5,0.0,0,0,0
374,3.6136363636363638,2.9722222222222223,0.04958677685950417,0,0,0
375,3.4722222222222223,2.78125,0.12727272727272726,0,0,0
381,3.375,2.6875,0.11570247933884305,0,0,0
383,3.575,3.5,0.0,0,0,0
384,3.5555555555555554,2.357142857142857,0.0,0,0,0
387,NA,NA,NA,1,1,1
390,NA,NA,NA,1,1,1
392,3.6136363636363638,3.4444444444444446,0.016528925619834725,0,0,0
395,3.3636363636363638,2.5,0.1322314049586777,0,0,0
398,NA,NA,NA,1,1,1
400,NA,NA,NA,1,1,1
402,NA,NA,NA,1,1,1
404,3.25,2.861111111111111,0.06611570247933889,0,0,0
412,3.3863636363636362,3.21875,0.05785123966942152,0,0,0
414,3.55,3.0357142857142856,0.13636363636363638,0,0,0
415,3.2954545454545454,2.825,0.14876033057851243,0,0,0
416,3.340909090909091,2.975,0.033057851239669415,0,0,0
418,3.607142857142857,3.1,0.064935064935065,0,0,0
419,3.5277777777777777,2.90625,0.01818181818181818,0,0,0
420,3.53125,2.7,0.22222222222222232,0,0,0
431,3.6136363636363638,3.0681818181818183,0.02479338842975208,0,0,0
433,3.25,2.0,0.18181818181818193,0,0,1
438,3.6363636363636362,2.7045454545454546,0.1487603305785124,0,0,0
444,3.525,3.3214285714285716,0.08181818181818187,0,0,0
446,3.5,2.5,0.0,0,0,0
451,3.340909090909091,2.5277777777777777,0.04958677685950416,0,0,0
452,3.4722222222222223,3.25,0.09917355371900834,0,0,0
456,NA,NA,NA,1,1,1
457,3.5,2.6785714285714284,0.10101010101010109,0,0,0
460,3.4444444444444446,2.8214285714285716,0.090909090909091,0,1,0
461,3.590909090909091,3.1875,0.04132231404958681,0,0,0
467,3.25,2.84375,0.02727272727272727,0,0,0
468,NA,NA,NA,1,1,1
469,3.225,2.888888888888889,0.0363636363636364,0,0,0
472,3.475,2.5416666666666665,0.00909090909090909,0,0,0
473,3.125,2.6666666666666665,0.0661157024793389,0,0,0
476,3.75,2.9285714285714284,0.1010101010101011,0,0,0
479,3.727272727272727,2.8333333333333335,0.04958677685950417,0,0,0
483,NA,NA,NA,1,1,1
486,3.3181818181818183,2.7,0.11570247933884299,0,0,0
488,3.5454545454545454,2.6785714285714284,0.06611570247933889,0,0,0
491,3.1363636363636362,2.78125,0.05785123966942154,0,0,0
494,2.75,3.0,0.0,0,0,0
495,NA,NA,NA,1,1,1
500,3.0,1.5,0.0,0,0,0
503,3.5,2.861111111111111,0.016528925619834708,0,0,0
504,3.425,2.8,0.15702479338842978,0,0,1
506,3.35,2.75,0.14545454545454556,0,0,0
512,3.1666666666666665,2.59375,0.17171717171717177,0,1,0
516,3.272727272727273,2.7857142857142856,0.11570247933884299,0,0,0
518,3.409090909090909,3.1,0.05785123966942151,0,0,0
519,3.625,2.4,0.08181818181818187,0,0,0
523,3.45,2.4166666666666665,0.23636363636363633,0,0,0
526,3.3181818181818183,3.21875,0.05785123966942154,0,0,0
527,3.2,3.0277777777777777,0.14876033057851243,0,0,0
531,3.5,3.0,0.14049586776859516,0,0,1
537,4.0,3.0,0.0,0,0,0
538,3.2045454545454546,3.111111111111111,0.008264462809917354,0,0,0
539,3.5681818181818183,2.775,0.17355371900826452,0,0,0
541,3.575,3.4444444444444446,0.0272727272727273,0,0,0
543,NA,NA,NA,1,1,1
544,3.75,2.6,0.2545454545454544,0,1,0
545,3.2045454545454546,3.25,0.0661157024793389,0,0,0
549,3.25,2.71875,0.11570247933884308,0,0,0
550,3.25,3.0,0.181818181818182,0,0,1
552,NA,NA,NA,1,1,1
553,NA,NA,NA,1,1,1
554,NA,NA,NA,1,1,1
556,3.5277777777777777,2.8125,0.090909090909091,0,0,0
558,3.4444444444444446,2.7916666666666665,0.16363636363636366,0,0,1
560,NA,NA,NA,1,1,1
566,NA,NA,NA,1,1,1
567,3.25,3.1666666666666665,0.12396694214876042,0,0,0
569,NA,NA,NA,1,1,1
570,3.5454545454545454,3.1363636363636362,0.10743801652892572,0,0,0
571,3.425,2.5277777777777777,0.090909090909091,0,0,0
583,3.3863636363636362,2.53125,0.07438016528925623,0,0,0
593,3.340909090909091,2.9166666666666665,0.09917355371900834,0,0,0
595,3.3863636363636362,2.825,0.11570247933884295,0,0,0
597,3.53125,2.875,0.0404040404040404,0,0,0
600,3.55,2.7916666666666665,0.1454545454545456,0,0,0
603,NA,NA,NA,1,1,1
605,3.675,3.59375,0.0272727272727273,0,0,0
607,NA,NA,NA,1,1,1
611,3.477272727272727,3.15,0.04958677685950417,0,0,0
613,3.4166666666666665,3.107142857142857,0.0202020202020202,0,0,0
615,3.522727272727273,2.95,0.05785123966942154,0,0,0
619,NA,NA,0.272727272727273,0,0,0
621,3.4318181818181817,2.409090909090909,0.09090909090909097,0,0,0
623,3.159090909090909,2.8333333333333335,0.07438016528925624,0,0,0
625,NA,NA,NA,1,1,1
626,3.625,2.6785714285714284,0.14141414141414144,0,0,0
629,NA,NA,NA,1,1,1
630,3.75,2.875,0.12987012987012983,0,0,0
632,3.25,3.0,0.181818181818182,0,0,0
634,NA,NA,NA,1,1,1
638,3.25,2.65625,0.0661157024793389,0,0,0
640,3.4166666666666665,2.95,0.08080808080808086,0,0,0
642,3.2954545454545454,2.6,0.09917355371900834,0,0,0
649,3.375,2.78125,0.17272727272727276,0,0,0
650,NA,NA,NA,1,1,1
657,3.5454545454545454,2.725,0.17355371900826452,0,0,0
658,3.4318181818181817,3.15625,0.08264462809917363,0,0,0
662,3.272727272727273,3.35,0.1322314049586777,0,0,0
663,3.625,3.0625,0.024793388429752063,0,0,0
665,3.1944444444444446,2.392857142857143,0.1515151515151516,0,0,0
672,NA,NA,NA,1,1,1
674,NA,NA,NA,1,1,1
675,3.325,2.8125,0.13636363636363633,0,0,0
677,3.340909090909091,3.3,0.02479338842975208,0,0,0
679,NA,NA,NA,1,1,1
681,3.477272727272727,3.159090909090909,0.05785123966942152,0,0,0
682,3.325,2.675,0.054545454545454584,0,0,0
689,3.3125,2.6875,0.045454545454545484,0,0,0
691,3.55,2.875,0.04958677685950416,0,0,0
692,NA,NA,NA,1,1,1
694,3.4545454545454546,3.625,0.0,0,0,1
697,NA,NA,NA,1,1,1
699,3.227272727272727,2.71875,0.09917355371900832,0,0,0
702,3.522727272727273,3.0,0.02479338842975209,0,0,0
705,3.2,2.375,0.11570247933884308,0,0,0
706,3.25,2.0,0.18181818181818193,0,0,1
709,3.5,3.46875,0.0,0,0,0
710,3.2954545454545454,2.8125,0.09090909090909088,0,0,0
711,3.525,3.3214285714285716,0.0727272727272728,0,0,0
716,3.625,2.96875,0.1570247933884297,0,0,0
718,3.6818181818181817,2.8125,0.09917355371900836,0,0,0
721,3.175,2.3333333333333335,0.06363636363636367,0,0,0
722,3.375,2.78125,0.05454545454545458,0,0,0
723,2.9166666666666665,2.5,0.24242424242424265,0,0,0
724,NA,NA,NA,1,1,1
735,3.425,2.775,0.10909090909090917,0,0,0
736,4.0,3.0,0.0,0,0,0
737,3.25,3.0,0.0,0,1,0
739,3.4545454545454546,3.25,0.0661157024793389,0,0,0
741,NA,NA,NA,1,1,1
742,NA,NA,NA,1,1,1
745,3.0,2.75,0.0,0,1,0
747,3.3055555555555554,2.46875,0.181818181818182,0,0,0
749,3.275,2.8333333333333335,0.08181818181818185,0,0,0
752,3.5,2.7,0.08264462809917363,0,0,0
753,NA,NA,NA,1,1,1
756,3.375,NA,0.0,0,1,0
757,3.0681818181818183,2.361111111111111,0.12396694214876042,0,0,0
765,3.5681818181818183,3.0833333333333335,0.04958677685950418,0,0,0
767,2.75,NA,0.0,0,1,0
768,3.522727272727273,3.5357142857142856,0.0,0,0,0
769,3.6,3.15625,0.07438016528925624,0,0,0
770,3.4545454545454546,2.675,0.09917355371900825,0,0,0
771,3.659090909090909,3.45,0.02479338842975209,0,0,0
773,3.3,2.675,0.090909090909091,0,0,0
774,3.375,3.125,0.0181818181818182,0,0,0
777,3.1666666666666665,2.5416666666666665,0.18181818181818188,0,0,0
780,3.5714285714285716,2.892857142857143,0.08080808080808086,0,0,0
784,3.425,2.5833333333333335,0.14545454545454556,0,0,0
786,3.45,3.25,0.1090909090909092,0,0,0
787,3.5,2.7857142857142856,0.10101010101010108,0,0,1
788,NA,NA,NA,1,1,1
789,3.5681818181818183,2.4722222222222223,0.11570247933884308,0,0,0
792,3.111111111111111,2.5,0.050505050505050525,0,0,0
802,3.25,2.9583333333333335,0.09090909090909097,0,0,0
804,3.5,3.0,0.09917355371900825,0,0,0
810,3.325,3.2222222222222223,0.12396694214876046,0,0,0
815,3.4,3.0277777777777777,0.08181818181818187,0,0,0
818,3.5833333333333335,3.09375,0.1616161616161617,0,0,0
821,3.34375,3.7083333333333335,0.008264462809917354,0,0,0
826,3.65625,2.607142857142857,0.16161616161616166,0,0,0
827,NA,NA,NA,1,1,1
832,NA,NA,NA,1,1,1
836,NA,NA,NA,1,1,1
838,3.475,3.0357142857142856,0.0272727272727273,0,0,0
839,3.5,2.5416666666666665,0.0,0,0,0
844,NA,NA,NA,1,1,1
845,3.4545454545454546,3.1136363636363638,0.0413223140495868,0,0,0
850,3.25,2.8125,0.05454545454545455,0,0,0
851,3.425,2.9642857142857144,0.06363636363636369,0,1,0
853,3.4,3.0,0.1570247933884297,0,0,0
857,3.475,2.642857142857143,0.1363636363636364,0,0,0
864,3.55,2.90625,0.03305785123966944,0,0,0
867,3.375,2.9375,0.16528925619834717,0,0,0
868,3.275,2.392857142857143,0.09090909090909098,0,0,0
873,3.3,2.875,0.1404958677685952,0,0,0
875,3.375,2.9285714285714284,0.1313131313131313,0,0,0
878,NA,NA,NA,1,1,1
880,3.45,2.9,0.16363636363636366,0,0,0
881,3.340909090909091,3.0833333333333335,0.09090909090909088,0,0,0
883,NA,NA,NA,1,1,1
884,NA,NA,NA,1,1,1
888,3.5,3.0625,0.00909090909090909,0,0,0
890,NA,NA,NA,1,1,1
891,3.0,2.9375,0.11363636363636372,0,0,0
895,3.55,2.75,0.09090909090909097,0,0,0
896,3.5681818181818183,2.875,0.10743801652892562,0,0,0
898,3.4545454545454546,2.625,0.05785123966942154,0,0,0
902,NA,NA,NA,1,1,1
903,3.638888888888889,2.7857142857142856,0.16161616161616177,0,0,0
906,3.475,3.138888888888889,0.02727272727272729,0,0,0
910,3.3636363636363638,2.9166666666666665,0.19008264462809918,0,0,0
913,3.625,3.025,0.07438016528925623,0,0,0
915,3.0,3.25,0.0,0,0,0
916,3.25,2.0,0.18181818181818193,0,0,1
919,3.325,2.78125,0.07438016528925626,0,0,0
921,3.475,3.3055555555555554,0.0181818181818182,0,0,0
923,3.5,2.5,0.0,0,0,0
926,3.388888888888889,2.9166666666666665,0.04958677685950417,0,0,0
927,3.522727272727273,2.6666666666666665,0.041322314049586785,0,0,0
930,3.4318181818181817,2.5357142857142856,0.06611570247933889,0,0,0
932,3.5,2.4375,0.10101010101010108,0,0,0
934,3.2222222222222223,2.875,0.17171717171717177,0,0,0
937,3.361111111111111,2.28125,0.07272727272727278,0,0,0
938,NA,NA,NA,1,1,1
940,3.625,2.775,0.05454545454545455,0,0,0
944,3.46875,2.5,0.1250000000000001,0,0,0
946,3.375,3.0555555555555554,0.10000000000000009,0,0,0
949,3.45,2.71875,0.06363636363636367,0,0,0
957,3.25,2.75,0.07070707070707077,0,0,0
960,NA,NA,NA,1,1,1
964,NA,NA,NA,1,1,1
969,3.4285714285714284,2.6875,0.142857142857143,0,0,0
970,3.575,3.388888888888889,0.04958677685950417,0,0,0
973,3.5,2.78125,0.16363636363636377,0,0,0
974,3.5357142857142856,3.375,0.11688311688311696,0,1,0
977,3.175,2.3333333333333335,0.11570247933884308,0,0,0
978,3.409090909090909,3.5,0.0,0,0,0
984,3.4,2.375,0.06611570247933889,0,0,0
985,NA,NA,NA,1,1,1
987,3.4545454545454546,3.1785714285714284,0.0661157024793389,0,0,0
988,3.2222222222222223,2.6785714285714284,0.20202020202020204,0,0,0
989,3.475,3.0,0.07272727272727278,0,0,0
992,3.5,2.625,0.06363636363636369,0,0,0
997,3.5454545454545454,3.15625,0.02479338842975209,0,0,0
999,3.272727272727273,2.5,0.09090909090909097,0,0,0
1001,NA,NA,NA,1,1,1
1009,NA,NA,NA,1,1,1
1015,3.5,4.0,0.0,0,0,1
1016,3.6944444444444446,3.0277777777777777,0.0404040404040404,0,0,0
1020,3.35,3.0,0.1727272727272729,0,0,0
1021,3.45,2.6875,0.03305785123966944,0,0,0
1022,3.6136363636363638,3.0555555555555554,0.0661157024793389,0,0,0
1027,NA,NA,NA,1,1,1
1030,3.5,2.575,0.17272727272727276,0,0,0
1031,3.4545454545454546,2.7857142857142856,0.14876033057851243,0,0,0
1036,3.2954545454545454,3.4722222222222223,0.02479338842975208,0,0,0
1037,3.2222222222222223,3.1666666666666665,0.08080808080808088,0,0,0
1038,3.5555555555555554,2.6875,0.1313131313131314,0,0,0
1040,NA,NA,NA,1,1,1
1046,3.5454545454545454,3.05,0.06611570247933889,0,0,1
1047,3.5,2.5,0.0,0,0,0
1051,3.409090909090909,3.575,0.016528925619834725,0,0,1
1054,3.5,2.6785714285714284,0.01818181818181818,0,0,0
1056,3.71875,2.9285714285714284,0.045454545454545484,0,0,0
1057,3.625,2.75,0.10000000000000006,0,1,0
1058,3.590909090909091,3.025,0.09917355371900825,0,0,0
1061,3.522727272727273,3.5416666666666665,0.0,0,0,0
1063,3.3181818181818183,2.8125,0.181818181818182,0,0,0
1068,3.409090909090909,3.1785714285714284,0.0661157024793389,0,0,0
1073,3.5277777777777777,2.8214285714285716,0.12121212121212133,0,0,0
1074,3.5,3.25,0.02479338842975209,0,0,0
1075,3.6875,2.5625,0.17045454545454541,0,0,0
1078,3.375,2.85,0.22077922077922096,0,0,0
1080,3.3125,2.4,0.17045454545454558,0,0,0
1082,3.375,3.0555555555555554,0.19999999999999996,0,0,0
1083,2.75,NA,0.0,0,1,0
1084,3.325,2.7222222222222223,0.0661157024793389,0,0,0
1086,3.7954545454545454,3.05,0.1322314049586778,0,0,0
1088,3.090909090909091,2.4166666666666665,0.14049586776859513,0,0,0
1089,3.475,3.4642857142857144,0.0181818181818182,0,0,0
1093,3.5416666666666665,3.15,0.196969696969697,0,0,0
1094,3.4545454545454546,2.8636363636363638,0.0413223140495868,0,0,0
1096,NA,NA,NA,1,1,1
1099,NA,NA,NA,1,1,1
1100,3.25,1.75,0.0909090909090909,0,1,0
1101,3.3,2.888888888888889,0.1545454545454546,0,0,0
1109,3.477272727272727,3.0625,0.03305785123966944,0,0,0
1111,3.3333333333333335,3.1,0.16161616161616166,0,0,0
1112,3.375,3.35,0.08181818181818187,0,0,0
1116,3.2954545454545454,3.3055555555555554,0.02479338842975208,0,0,0
1117,3.6818181818181817,2.725,0.12396694214876045,0,0,0
1120,3.35,2.642857142857143,0.04958677685950415,0,0,0
1121,3.340909090909091,2.8055555555555554,0.008264462809917354,0,0,0
1126,3.95,2.6875,0.01818181818181818,0,0,0
1127,3.25,2.25,0.272727272727273,0,0,1
1131,3.3181818181818183,2.53125,0.09917355371900834,0,0,0
1132,3.5,2.4722222222222223,0.05785123966942154,0,0,0
1136,3.2777777777777777,2.5714285714285716,0.11818181818181828,0,0,0
1137,3.5277777777777777,2.888888888888889,0.060606060606060635,0,0,0
1141,3.361111111111111,2.642857142857143,0.02479338842975208,0,0,0
1142,3.25,2.6666666666666665,0.09090909090909097,0,0,0
1148,NA,NA,NA,1,1,1
1150,3.5,3.0833333333333335,0.14545454545454548,0,0,0
1151,3.3636363636363638,2.4722222222222223,0.12396694214876045,0,0,0
1156,3.227272727272727,3.65,0.016528925619834725,0,0,1
1158,3.5,2.65625,0.12727272727272737,0,0,0
1162,3.5,2.85,0.06611570247933889,0,0,0
1165,3.55,2.55,0.14545454545454556,0,0,0
1168,3.1,2.4444444444444446,0.12396694214876035,0,0,0
1170,3.125,2.25,0.0,0,0,0
1175,3.357142857142857,2.5833333333333335,0.07575757575757583,0,1,0
1182,3.5416666666666665,2.7142857142857144,0.1250000000000001,0,0,0
1186,3.361111111111111,3.5357142857142856,0.0,0,0,1
1187,3.55,3.6944444444444446,0.0,0,0,0
1188,3.6136363636363638,3.25,0.08264462809917363,0,0,0
1190,3.590909090909091,3.28125,0.02479338842975209,0,0,0
1191,3.5277777777777777,3.138888888888889,0.1181818181818183,0,0,0
1192,3.607142857142857,2.85,0.025974025974026,0,0,0
1197,3.5555555555555554,2.6875,0.1727272727272727,0,0,0
1199,3.75,NA,0.0909090909090909,0,0,0
1201,3.272727272727273,2.772727272727273,0.14876033057851235,0,0,0
1202,3.75,3.0,0.064935064935065,0,0,0
1203,3.590909090909091,3.0,0.09917355371900825,0,0,0
1208,3.4318181818181817,3.0,0.16528925619834714,0,0,0
1210,3.3863636363636362,2.78125,0.09090909090909097,0,0,0
1213,3.5,3.125,0.11570247933884299,0,0,0
1216,3.4545454545454546,3.125,0.02479338842975208,0,0,1
1217,3.375,2.59375,0.22727272727272735,0,0,1
1218,NA,NA,NA,1,1,1
1221,3.0,2.75,0.0,0,1,0
1224,3.590909090909091,3.090909090909091,0.09090909090909097,0,0,0
1227,2.75,NA,0.0,0,1,0
1233,3.2083333333333335,2.75,0.15151515151515166,0,0,0
1235,3.0833333333333335,2.25,0.12121212121212126,0,0,0
1236,3.3181818181818183,2.95,0.04958677685950417,0,0,0
1239,3.5454545454545454,2.7,0.1322314049586777,0,0,0
1240,3.6818181818181817,3.425,0.03305785123966944,0,0,0
1243,2.875,3.125,0.0,0,0,0
1244,3.1818181818181817,3.025,0.07438016528925624,0,0,0
1245,3.425,2.9285714285714284,0.11818181818181828,0,0,0
1249,4.0,3.0,0.0,0,0,0
1260,3.525,2.90625,0.15454545454545454,0,1,0
1261,3.2954545454545454,2.4444444444444446,0.10743801652892569,0,0,0
1263,2.25,2.5,0.363636363636364,0,0,0
1267,3.5,2.5,0.0,0,1,0
1269,NA,NA,NA,1,1,1
1270,3.4545454545454546,3.575,0.090909090909091,0,0,0
1273,NA,NA,NA,1,1,1
1274,3.5454545454545454,3.05,0.10743801652892561,0,0,0
1278,3.25,2.25,0.272727272727273,0,0,1
1281,3.5,2.5833333333333335,0.08181818181818186,0,0,0
1285,NA,NA,NA,1,1,1
1287,3.4166666666666665,2.9166666666666665,0.19696969696969716,0,0,0
1290,3.590909090909091,2.8125,0.12396694214876042,0,0,0
1292,3.475,3.25,0.024793388429752063,0,0,0
1293,NA,NA,NA,1,1,1
1294,NA,NA,NA,1,1,1
1295,3.7777777777777777,2.9444444444444446,0.06060606060606065,0,0,0
1296,NA,NA,NA,1,1,1
1299,3.7222222222222223,3.125,0.090909090909091,0,0,0
1309,3.55,2.7916666666666665,0.1454545454545456,0,0,0
1311,3.4,3.361111111111111,0.090909090909091,0,0,0
1313,3.4318181818181817,3.6,0.016528925619834725,0,0,1
1317,3.388888888888889,2.3125,0.16363636363636366,0,0,0
1320,3.475,2.8214285714285716,0.06363636363636369,0,0,0
1324,3.3863636363636362,2.888888888888889,0.05785123966942154,0,0,0
1327,2.875,2.5,0.04545454545454545,0,0,0
1328,3.340909090909091,3.125,0.18181818181818177,0,0,0
1332,NA,NA,NA,1,1,1
1334,NA,NA,NA,1,1,1
1337,NA,NA,NA,1,1,1
1338,3.2954545454545454,2.46875,0.1074380165289257,0,0,0
1342,NA,NA,NA,1,1,1
1343,3.659090909090909,2.875,0.07438016528925624,0,0,0
1347,3.175,2.25,0.10909090909090909,0,0,0
1354,3.522727272727273,3.25,0.12396694214876035,0,0,0
1357,3.522727272727273,3.09375,0.04132231404958681,0,0,0
1360,3.522727272727273,2.90625,0.12396694214876035,0,0,0
1369,3.3181818181818183,2.775,0.14049586776859505,0,0,0
1370,3.5,2.5416666666666665,0.0,0,0,0
1374,3.65,3.59375,0.0,0,0,0
1376,NA,NA,NA,1,1,1
1377,3.5,2.7857142857142856,0.07272727272727278,0,0,0
1379,3.5,2.5555555555555554,0.090909090909091,0,0,0
1380,3.477272727272727,2.7954545454545454,0.06611570247933889,0,0,0
1381,3.138888888888889,2.9166666666666665,0.1010101010101011,0,1,0
1385,3.5555555555555554,2.638888888888889,0.18181818181818196,0,0,0
1390,NA,NA,NA,1,1,1
