challengeID,m1intmon,m1intyr,m1lenhr,m1lenmin,cm1twoc,cm1fint,cm1tdiff
326,-3,0,-3,32,0,1,0
327,-3,0,0,35,0,1,0
328,-3,0,0,35,0,1,0
329,-3,0,0,40,0,1,0
330,-3,0,-3,40,0,0,0
331,-3,0,1,30,0,1,0
332,-3,0,2,-3,0,1,0
333,-3,0,0,40,0,1,0
334,-3,0,-3,45,0,1,0
335,-3,0,-3,45,0,1,0
336,-3,0,0,30,0,0,0
337,-3,0,0,30,0,1,0
338,-3,0,0,35,0,1,0
339,-3,0,0,25,0,1,0
340,-3,0,0,45,0,0,0
341,-3,0,0,30,0,1,0
342,-3,0,-3,36,0,1,0
343,-3,0,-3,35,0,1,0
344,-3,0,0,35,0,1,0
345,-3,0,1,-3,0,1,0
346,-3,0,0,35,0,1,0
347,-3,0,0,37,0,1,0
348,-3,0,0,55,0,0,0
349,-3,0,0,30,0,1,0
350,-3,0,0,35,0,0,0
351,-3,0,-3,37,0,1,0
352,-3,0,0,35,0,1,0
353,-3,0,0,30,0,1,0
354,-3,0,0,30,0,0,0
355,-3,0,0,40,0,1,0
356,-3,0,0,44,0,1,0
357,-3,0,0,45,0,1,0
358,-3,0,1,10,0,1,0
359,-3,0,0,48,0,1,0
360,-3,0,0,45,0,1,0
361,-3,0,0,30,0,1,0
362,-3,0,0,30,0,1,0
363,-3,0,0,45,0,1,0
364,-3,0,-3,35,0,1,0
365,-3,0,0,35,0,1,0
366,-3,0,0,40,0,1,0
367,-3,0,0,25,0,1,0
368,-3,0,0,25,0,1,0
369,-3,0,3,55,0,1,0
370,-3,0,-3,29,0,1,0
371,-3,0,-3,45,0,0,0
372,-3,0,0,35,0,1,0
373,-3,0,0,35,0,1,0
374,-3,0,0,45,0,1,0
375,-3,0,0,31,0,1,0
376,-3,0,-3,55,0,1,0
377,-3,0,0,31,0,1,0
378,-3,0,0,45,0,0,0
379,-3,0,0,50,0,1,0
380,-3,0,0,40,0,1,0
381,-3,0,-3,40,0,1,0
382,-3,0,0,40,0,1,0
383,-3,0,0,47,0,1,0
384,-3,0,-3,35,0,1,0
385,-3,0,0,45,0,0,0
386,-3,0,0,40,0,1,0
387,-3,0,0,20,0,1,0
388,-3,0,1,5,0,1,0
389,-3,0,0,50,0,0,0
390,-3,0,0,40,0,1,0
391,-3,0,0,35,0,1,0
392,-3,0,-3,-3,0,1,0
393,-3,0,0,30,0,0,0
394,-3,0,0,34,0,0,0
395,-3,0,-3,45,0,1,0
396,-3,0,0,27,0,1,0
397,-3,0,0,40,0,1,0
398,-3,0,0,45,0,0,0
399,-3,0,0,30,0,1,0
400,-3,0,0,40,0,1,0
401,-3,0,-3,40,0,0,0
402,-3,0,0,25,0,1,0
403,-3,0,0,40,0,1,0
404,-3,0,0,45,0,0,0
405,-3,0,0,39,0,1,0
406,-3,0,0,30,0,1,0
407,-3,0,0,35,0,1,0
408,-3,0,0,50,0,1,0
409,-3,0,0,20,0,1,0
410,-3,0,0,31,0,1,0
411,-3,0,0,30,0,1,0
412,-3,0,0,45,0,0,0
413,-3,0,0,20,0,1,0
414,-3,0,-3,45,0,1,0
415,-3,0,0,50,0,1,0
416,-3,0,0,30,0,1,0
417,-3,0,0,38,0,1,0
418,-3,0,0,55,0,0,0
419,-3,0,0,35,0,1,0
420,-3,0,0,30,0,1,0
421,-3,0,0,45,0,1,0
422,-3,0,0,20,0,0,0
423,-3,0,0,45,0,1,0
424,-3,0,0,45,0,1,0
425,-3,0,0,55,0,0,0
426,-3,0,0,35,0,1,0
427,-3,0,-3,30,0,1,0
428,-3,0,0,35,0,1,0
429,-3,0,0,50,0,1,0
430,-3,0,0,27,0,1,0
431,-3,0,0,27,0,1,0
432,-3,0,0,50,0,1,0
433,-3,0,0,45,0,0,0
434,-3,0,0,30,0,1,0
435,-3,0,-3,35,0,1,0
436,-3,0,-3,45,0,0,0
437,-3,0,0,38,0,0,0
438,-3,0,0,30,0,0,0
439,-3,0,0,40,0,1,0
440,-3,0,0,50,0,1,0
441,-3,0,0,40,0,0,0
442,-3,0,0,40,0,1,0
443,-3,0,0,35,0,1,0
444,-3,0,-3,31,0,1,0
445,-3,0,0,40,0,1,0
446,-3,0,0,30,0,1,0
447,-3,0,0,35,0,1,0
448,-3,0,0,35,0,1,0
449,-3,0,-3,45,0,1,0
450,-3,0,0,30,0,1,0
451,-3,0,0,35,0,0,0
452,-3,0,0,30,0,1,0
453,-3,0,0,55,0,1,0
454,-3,0,-3,35,0,0,0
455,-3,0,-3,40,0,0,0
456,-3,0,-3,50,0,1,0
457,-3,0,0,23,0,1,0
458,-3,0,-3,30,0,1,0
459,-3,0,0,30,0,1,0
460,-3,0,0,35,0,1,0
461,-3,0,0,25,0,1,0
462,-3,0,0,42,0,1,0
463,-3,0,0,35,0,0,0
464,-3,0,0,40,0,1,0
465,-3,0,0,45,0,0,0
466,-3,0,0,35,0,1,0
467,-3,0,-3,35,0,0,0
468,-3,0,0,42,0,1,0
469,-3,0,0,40,0,1,0
470,-3,0,0,50,0,1,0
471,-3,0,1,45,0,1,0
472,-3,0,0,40,0,1,0
473,-3,0,0,55,0,0,0
474,-3,0,0,32,0,1,0
475,-3,0,0,40,0,0,0
476,-3,0,-3,50,0,0,0
477,-3,0,0,55,0,0,0
478,-3,0,-3,33,0,0,0
479,-3,0,0,25,0,1,0
480,-3,0,0,45,0,1,0
481,-3,0,-3,30,0,0,0
482,-3,0,1,5,0,0,0
483,-3,0,0,50,0,1,0
484,-3,0,2,15,0,1,0
485,-3,0,0,35,0,1,0
486,-3,0,0,35,0,0,0
487,-3,0,0,30,0,1,0
488,-3,0,0,55,0,1,0
489,-3,0,0,40,0,0,0
490,-3,0,0,30,0,1,0
491,-3,0,-3,25,0,1,0
492,-3,0,1,15,0,0,0
493,-3,0,-3,35,0,1,0
494,-3,0,-3,40,0,0,0
495,-3,0,1,0,0,1,0
496,-3,0,0,50,0,1,0
497,-3,0,0,31,0,1,0
498,-3,0,0,40,0,1,0
499,-3,0,-3,-3,0,1,0
500,-3,0,0,45,0,0,0
501,-3,0,1,3,0,1,0
502,-3,0,0,35,0,1,0
503,-3,0,0,40,0,1,0
504,-3,0,0,30,0,0,0
505,-3,0,0,30,0,1,0
506,-3,0,1,10,0,1,0
507,-3,0,0,40,0,1,0
508,-3,0,2,-3,0,1,0
509,-3,0,0,45,0,1,0
510,-3,0,0,55,0,1,0
511,-3,0,0,30,0,0,0
512,-3,0,0,40,0,1,0
513,-3,0,-3,35,0,0,0
514,-3,0,-3,45,0,0,0
515,-3,0,0,49,0,1,0
516,-3,0,0,40,0,1,0
517,-3,0,-3,55,0,0,0
518,-3,0,1,0,0,1,0
519,-3,0,0,45,0,1,0
520,-3,0,-3,-3,0,1,0
521,-3,0,0,30,0,1,0
522,-3,0,0,40,0,1,0
523,-3,0,0,35,0,1,0
524,-3,0,0,35,0,1,0
525,-3,0,0,45,0,1,0
526,-3,0,0,35,0,1,0
527,-3,0,0,49,0,0,0
528,-3,0,1,0,0,0,0
529,-3,0,-3,15,0,0,0
530,-3,0,0,30,0,0,0
531,-3,0,0,40,0,1,0
532,-3,0,-3,30,0,1,0
533,-3,0,0,40,0,1,0
534,-3,0,0,30,0,1,0
535,-3,0,-3,33,0,1,0
536,-3,0,0,35,0,1,0
537,-3,0,1,25,0,0,0
538,-3,0,0,35,0,1,0
539,-3,0,0,30,0,1,0
540,-3,0,0,30,0,1,0
541,-3,0,1,0,0,1,0
542,-3,0,0,45,0,1,0
543,-3,0,-3,35,0,0,0
544,-3,0,0,35,0,1,0
545,-3,0,0,30,0,0,0
546,-3,0,0,37,0,1,0
547,-3,0,0,30,0,1,0
548,-3,0,0,35,0,1,0
549,-3,0,-3,29,0,0,0
550,-3,0,0,30,0,1,0
551,-3,0,0,45,0,1,0
552,-3,0,0,40,0,0,0
553,-3,0,0,45,0,1,0
554,-3,0,0,52,0,0,0
555,-3,0,0,59,0,1,0
556,-3,0,0,45,0,0,0
557,-3,0,0,40,0,1,0
558,-3,0,0,40,0,0,0
559,-3,0,0,45,0,1,0
560,-3,0,0,55,0,1,0
561,-3,0,-3,47,0,1,0
562,-3,0,0,50,0,1,0
563,-3,0,0,30,0,0,0
564,-3,0,0,35,0,1,0
565,-3,0,0,35,0,1,0
566,-3,0,0,40,0,1,0
567,-3,0,0,45,0,1,0
568,-3,0,0,35,0,1,0
569,-3,0,0,45,0,1,0
570,-3,0,0,35,0,1,0
571,-3,0,-3,35,0,1,0
572,-3,0,0,40,0,0,0
573,-3,0,0,31,0,1,0
574,-3,0,0,-3,0,1,0
575,-3,0,0,45,0,1,0
576,-3,0,0,35,0,0,0
577,-3,0,0,38,0,1,0
578,-3,0,0,30,0,1,0
579,-3,0,2,50,0,1,0
580,-3,0,0,50,0,0,0
581,-3,0,0,35,0,1,0
582,-3,0,0,30,0,1,0
583,-3,0,0,52,0,1,0
584,-3,0,0,30,0,1,0
585,-3,0,-3,50,0,1,0
586,-3,0,0,35,0,1,0
587,-3,0,0,45,0,1,0
588,-3,0,0,23,0,1,0
589,-3,0,-3,40,0,1,0
590,-3,0,0,35,0,1,0
591,-3,0,0,50,0,1,0
592,-3,0,-3,32,0,1,0
593,-3,0,0,20,0,1,0
594,-3,0,0,45,0,1,0
595,-3,0,1,-3,0,0,0
596,-3,0,0,45,0,1,0
597,-3,0,0,50,0,1,0
598,-3,0,0,50,0,0,0
599,-3,0,0,55,0,0,0
600,-3,0,0,40,0,0,0
601,-3,0,-3,35,0,0,0
602,-3,0,-3,28,0,1,0
603,-3,0,0,40,0,0,0
604,-3,0,0,44,0,0,0
605,-3,0,-3,-3,0,1,0
606,-3,0,0,45,0,1,0
607,-3,0,0,57,0,1,0
608,-3,0,0,15,0,0,0
609,-3,0,0,44,0,1,0
610,-3,0,1,0,0,1,0
611,-3,0,0,30,0,1,0
612,-3,0,0,40,0,0,0
613,-3,0,0,40,0,1,0
614,-3,0,0,50,0,1,0
615,-3,0,0,40,0,1,0
616,-3,0,-3,47,0,0,0
617,-3,0,0,45,0,1,0
618,-3,0,0,30,0,0,0
619,-3,0,0,38,0,1,0
620,-3,0,0,30,0,1,0
621,-3,0,0,38,0,1,0
622,-3,0,0,40,0,1,0
623,-3,0,0,40,0,1,0
624,-3,0,0,35,0,1,0
625,-3,0,0,55,0,0,0
626,-3,0,0,30,0,1,0
627,-3,0,0,55,0,1,0
628,-3,0,-2,-2,0,0,0
629,-3,0,0,45,0,1,0
630,-3,0,0,40,0,1,0
631,-3,0,0,40,0,0,0
632,-3,0,0,45,0,1,0
633,-3,0,0,28,0,0,0
634,-3,0,0,40,0,1,0
635,-3,0,0,32,0,1,0
636,-3,0,0,35,0,1,0
637,-3,0,0,20,0,1,0
638,-3,0,0,50,0,1,0
639,-3,0,0,50,0,0,0
640,-3,0,0,35,0,1,0
641,-3,0,0,35,0,0,0
642,-3,0,0,35,0,1,0
643,-3,0,0,27,0,1,0
644,-3,0,-3,41,0,1,0
645,-3,0,0,42,0,1,0
646,-3,0,0,30,0,1,0
647,-3,0,0,55,0,1,0
648,-3,0,-3,50,0,1,0
649,-3,0,-3,35,0,0,0
650,-3,0,0,25,0,0,0
651,-3,0,0,35,0,1,0
652,-3,0,1,0,0,0,0
653,-3,0,0,30,0,1,0
654,-3,0,0,45,0,0,0
655,-3,0,0,40,0,1,0
656,-3,0,1,2,0,1,0
657,-3,0,0,40,0,0,0
658,-3,0,0,40,0,1,0
659,-3,0,0,45,0,1,0
660,-3,0,0,42,0,0,0
661,-3,0,-3,47,0,1,0
662,-3,0,-3,27,0,0,0
663,-3,0,1,20,0,1,0
664,-3,0,0,30,0,0,0
665,-3,0,1,-3,0,0,0
666,-3,0,0,40,0,1,0
667,-3,0,0,40,0,1,0
668,-3,0,0,49,0,1,0
669,-3,0,0,30,0,1,0
670,-3,0,-3,37,0,0,0
671,-3,0,0,35,0,1,0
672,-3,0,0,54,0,0,0
673,-3,0,0,25,0,0,0
674,-3,0,0,40,0,1,0
675,-3,0,-3,31,0,1,0
676,-3,0,0,35,0,1,0
677,-3,0,0,40,0,0,0
678,-3,0,0,40,0,1,0
679,-3,0,0,50,0,1,0
680,-3,0,0,30,0,1,0
681,-3,0,-3,35,0,0,0
682,-3,0,0,40,0,1,0
683,-3,0,-3,40,0,1,0
684,-3,0,-3,35,0,1,0
685,-3,0,0,35,0,1,0
686,-3,0,-3,30,0,0,0
687,-3,0,-3,41,0,1,0
688,-3,0,-3,55,0,1,0
689,-3,0,0,37,0,0,0
690,-3,0,0,35,0,1,0
691,-3,0,-3,45,0,1,0
692,-3,0,0,38,0,1,0
693,-3,0,0,40,0,1,0
694,-3,0,0,40,0,1,0
695,-3,0,0,55,0,0,0
696,-3,0,0,30,0,1,0
697,-3,0,0,35,0,1,0
698,-3,0,0,45,0,1,0
699,-3,0,0,45,0,0,0
700,-3,0,-3,35,0,1,0
701,-3,0,-3,35,0,1,0
702,-3,0,0,50,0,1,0
703,-3,0,0,44,0,0,0
704,-3,0,0,55,0,1,0
705,-3,0,0,41,0,1,0
706,-3,0,0,25,0,0,0
707,-3,0,0,35,0,1,0
708,-3,0,0,25,0,1,0
709,-3,0,0,30,0,1,0
710,-3,0,-3,45,0,1,0
711,-3,0,0,35,0,0,0
712,-3,0,0,30,0,1,0
713,-3,0,0,45,0,1,0
714,-3,0,0,30,0,1,0
715,-3,0,0,55,0,0,0
716,-3,0,0,45,0,1,0
717,-3,0,0,30,0,1,0
718,-3,0,0,45,0,1,0
719,-3,0,0,33,0,1,0
720,-3,0,0,30,0,1,0
721,-3,0,0,35,0,1,0
722,-3,0,0,40,0,0,0
723,-3,0,0,40,0,1,0
724,-3,0,0,50,0,0,0
725,-3,0,-3,-3,0,1,0
726,-3,0,0,30,0,1,0
727,-3,0,5,50,0,1,0
728,-3,0,0,30,0,1,0
729,-3,0,-3,40,0,0,0
730,-3,0,0,35,0,1,0
731,-3,0,0,30,0,0,0
732,-3,0,1,55,0,1,0
733,-3,0,1,-3,0,1,0
734,-3,0,0,35,0,1,0
735,-3,0,-3,35,0,1,0
736,-3,0,0,30,0,0,0
737,-3,0,0,45,0,1,0
738,-3,0,-3,35,0,1,0
739,-3,0,-3,45,0,1,0
740,-3,0,0,45,0,1,0
741,-3,0,1,10,0,1,0
742,-3,0,0,30,0,1,0
743,-3,0,-3,50,0,1,0
744,-3,0,0,50,0,1,0
745,-3,0,0,37,0,1,0
746,-3,0,0,55,0,1,0
747,-3,0,1,5,0,1,0
748,-3,0,0,40,0,1,0
749,-3,0,0,45,0,1,0
750,-3,0,-3,50,0,1,0
751,-3,0,0,39,0,0,0
752,-3,0,0,55,0,1,0
753,-3,0,-3,40,0,1,0
754,-3,0,0,40,0,1,0
755,-3,0,-3,29,0,1,0
756,-3,0,-3,50,0,1,0
757,-3,0,0,40,0,1,0
758,-3,0,0,40,0,0,0
759,-3,0,0,45,0,1,0
760,-3,0,-3,33,0,1,0
761,-3,0,-3,32,0,1,0
762,-3,0,0,30,0,1,0
763,-3,0,0,45,0,0,0
764,-3,0,0,51,0,1,0
765,-3,0,-3,30,0,1,0
766,-3,0,-3,35,0,1,0
767,-3,0,0,35,0,1,0
768,-3,0,-3,-3,0,1,0
769,-3,0,0,50,0,1,0
770,-3,0,-3,30,0,1,0
771,-3,0,0,30,0,1,0
772,-3,0,-3,29,0,1,0
773,-3,0,0,35,0,0,0
774,-3,0,-3,37,0,0,0
775,-3,0,0,51,0,1,0
776,-3,0,-3,25,0,1,0
777,-3,0,0,30,0,1,0
778,-3,0,0,30,0,1,0
779,-3,0,0,35,0,1,0
780,-3,0,0,38,0,1,0
781,-3,0,0,35,0,1,0
782,-3,0,0,30,0,1,0
783,-3,0,-3,35,0,0,0
784,-3,0,0,47,0,1,0
785,-3,0,0,35,0,1,0
786,-3,0,0,40,0,1,0
787,-3,0,-3,49,0,1,0
788,-3,0,0,32,0,0,0
789,-3,0,0,30,0,1,0
790,-3,0,0,46,0,1,0
791,-3,0,-3,-3,0,0,0
792,-3,0,0,55,0,1,0
793,-3,0,0,45,0,1,0
794,-3,0,0,50,0,0,0
795,-3,0,0,45,0,1,0
796,-3,0,0,40,0,0,0
797,-3,0,0,37,0,1,0
798,-3,0,0,40,0,1,0
799,-3,0,1,10,0,1,0
800,-3,0,0,45,0,0,0
801,-3,0,0,35,0,1,0
802,-3,0,1,10,0,0,0
803,-3,0,0,57,0,1,0
804,-3,0,0,40,0,1,0
805,-3,0,0,45,0,1,0
806,-3,0,-3,-3,0,0,0
