challengeID,gpa,grit,materialHardship,eviction,layoff,jobTraining
451,3.5833333333333335,3.3333333333333335,0.06060606060606065,0,0,0
452,3.4166666666666665,3.111111111111111,0.054545454545454584,0,0,0
456,NA,NA,NA,1,1,1
457,3.46875,2.6785714285714284,0.1250000000000001,0,0,0
460,3.46875,2.4583333333333335,0.10101010101010106,0,0,0
461,3.425,2.95,0.07438016528925617,0,0,0
467,3.375,2.5,0.22727272727272746,0,0,0
468,NA,NA,NA,1,1,1
469,3.522727272727273,3.15,0.05785123966942154,0,0,0
472,3.6136363636363638,2.925,0.2181818181818184,0,0,0
473,3.477272727272727,2.575,0.0826446280991736,0,0,0
476,3.55,2.65625,0.17272727272727278,0,1,0
479,3.575,2.892857142857143,0.2,0,1,0
483,NA,NA,NA,1,1,1
486,3.5454545454545454,2.611111111111111,0.14876033057851246,0,0,0
488,3.4166666666666665,2.3333333333333335,0.04040404040404043,0,0,0
491,3.5454545454545454,2.975,0.090909090909091,0,0,0
494,3.05,3.3333333333333335,0.09090909090909097,0,1,0
495,3.25,2.75,0.0,0,0,1
500,NA,NA,NA,1,1,1
503,3.4318181818181817,3.4722222222222223,0.04958677685950416,0,0,0
504,3.3125,3.0,0.20909090909090908,0,0,0
506,3.78125,3.0357142857142856,0.07954545454545459,0,0,0
512,3.28125,2.5357142857142856,0.1590909090909092,0,0,0
516,3.425,2.7857142857142856,0.04545454545454546,0,0,0
518,3.409090909090909,2.9166666666666665,0.14049586776859505,0,0,0
519,3.611111111111111,2.375,0.16161616161616166,0,0,0
523,2.9166666666666665,2.25,0.0303030303030303,0,0,0
526,3.3863636363636362,3.35,0.041322314049586806,0,0,0
527,3.65,2.75,0.08181818181818187,0,0,0
531,3.340909090909091,2.772727272727273,0.09090909090909097,0,0,0
537,3.0,NA,0.181818181818182,0,0,0
538,3.4166666666666665,3.0555555555555554,0.11111111111111122,0,0,0
539,3.361111111111111,2.71875,0.07272727272727278,0,0,0
541,3.25,3.4,0.04132231404958681,0,0,0
543,NA,NA,NA,1,1,1
544,3.8333333333333335,2.55,0.12121212121212115,0,0,1
545,3.6,2.8333333333333335,0.11111111111111119,0,0,1
549,3.5,2.78125,0.209090909090909,0,0,0
550,3.3,3.0833333333333335,0.09090909090909097,0,0,0
552,NA,NA,NA,1,1,1
553,2.75,NA,0.0,0,1,0
554,NA,NA,NA,1,1,1
556,3.357142857142857,2.6875,0.2467532467532467,0,0,0
558,3.388888888888889,2.642857142857143,0.060606060606060635,0,0,0
560,3.25,3.0,0.181818181818182,0,0,0
566,3.375,3.625,0.13636363636363646,0,0,0
567,3.475,3.1944444444444446,0.1272727272727274,0,0,0
569,NA,NA,NA,1,1,1
570,3.2,3.1875,0.21818181818181817,0,0,0
571,3.34375,2.84375,0.09090909090909097,0,0,0
583,3.4,2.9,0.06363636363636369,0,0,1
593,3.2,2.607142857142857,0.13636363636363638,0,1,0
595,3.75,2.525,0.07272727272727278,0,0,0
597,3.2,3.25,0.02727272727272729,0,0,0
600,3.227272727272727,2.5625,0.09917355371900832,0,0,0
603,NA,NA,NA,1,1,1
605,3.361111111111111,3.2222222222222223,0.01818181818181818,0,0,0
607,3.5,4.0,0.545454545454545,1,1,0
611,3.15625,2.5833333333333335,0.10101010101010109,0,0,1
613,3.3181818181818183,2.625,0.09090909090909088,0,0,0
615,3.35,3.0277777777777777,0.10909090909090915,0,0,0
619,3.25,2.25,0.1363636363636365,0,0,1
621,3.5,3.0555555555555554,0.1636363636363637,0,0,0
623,3.475,3.25,0.01818181818181818,0,0,0
625,NA,NA,NA,1,1,1
626,3.525,2.5,0.1487603305785124,0,0,0
629,NA,NA,NA,1,1,1
630,3.392857142857143,3.2142857142857144,0.06493506493506498,0,0,0
632,NA,NA,NA,1,1,1
634,NA,NA,NA,1,1,1
638,3.4318181818181817,2.7954545454545454,0.13636363636363644,0,0,1
640,3.6818181818181817,3.138888888888889,0.07438016528925623,0,0,0
642,3.5,3.0555555555555554,0.05785123966942154,0,0,0
649,3.625,2.642857142857143,0.06818181818181825,0,0,0
650,NA,NA,NA,1,1,1
657,3.35,3.1666666666666665,0.033057851239669415,0,0,0
658,3.5,2.5833333333333335,0.15702479338842987,0,0,0
662,3.6136363636363638,2.8863636363636362,0.0991735537190083,0,0,0
663,3.325,3.2777777777777777,0.05785123966942154,0,0,0
665,3.6875,2.8333333333333335,0.08181818181818187,0,0,0
672,NA,NA,NA,1,1,1
674,NA,NA,NA,1,1,1
675,3.4444444444444446,2.75,0.27272727272727276,0,0,0
677,3.325,2.825,0.12727272727272737,0,0,1
679,3.75,3.0,0.454545454545455,0,1,0
681,3.1666666666666665,2.875,0.142857142857143,0,0,0
682,3.5277777777777777,2.4375,0.22727272727272735,0,0,0
689,3.272727272727273,2.8333333333333335,0.15702479338842978,0,0,0
691,3.25,3.125,0.17171717171717166,0,0,0
692,NA,NA,NA,1,1,1
694,3.3333333333333335,3.1785714285714284,0.10000000000000009,0,0,0
697,NA,NA,NA,1,1,1
699,3.409090909090909,3.0625,0.0661157024793389,0,0,0
702,3.3181818181818183,3.25,0.008264462809917354,0,0,0
705,3.4444444444444446,3.0,0.10101010101010109,0,0,0
706,NA,NA,NA,1,1,1
709,3.2954545454545454,3.142857142857143,0.17355371900826452,0,0,0
710,3.6666666666666665,2.5555555555555554,0.13131313131313144,0,0,0
711,3.55,2.6666666666666665,0.11818181818181825,0,0,0
716,3.65,2.95,0.09090909090909098,0,0,0
718,3.477272727272727,3.1136363636363638,0.08264462809917363,0,0,0
721,3.6944444444444446,2.90625,0.23636363636363647,0,0,1
722,3.625,2.5,0.14545454545454556,0,1,0
723,3.375,3.3125,0.20454545454545447,0,0,0
724,3.5833333333333335,3.0833333333333335,0.0303030303030303,0,0,0
735,3.775,2.8055555555555554,0.11570247933884308,0,0,0
736,3.25,3.0,0.2272727272727275,0,1,1
737,3.375,2.75,0.0,0,0,0
739,3.475,2.861111111111111,0.06363636363636369,0,0,1
741,NA,NA,NA,1,1,1
742,3.25,1.0,0.0909090909090909,0,0,0
745,NA,NA,NA,1,1,1
747,3.4318181818181817,2.6944444444444446,0.14049586776859507,0,0,0
749,3.5,3.09375,0.1363636363636363,0,0,0
752,3.525,2.975,0.09917355371900825,0,0,0
753,3.25,2.3333333333333335,0.0,0,0,0
756,3.125,2.75,0.1363636363636365,0,1,0
757,3.4318181818181817,2.6818181818181817,0.08264462809917363,0,0,0
765,3.4318181818181817,3.5555555555555554,0.0413223140495868,0,0,0
767,2.75,NA,0.0,0,1,0
768,3.361111111111111,2.7142857142857144,0.07070707070707077,0,0,0
769,3.3863636363636362,3.59375,0.07438016528925616,0,0,0
770,3.35,2.45,0.09090909090909098,0,0,0
771,3.3333333333333335,2.642857142857143,0.11111111111111119,0,0,0
773,3.522727272727273,2.5357142857142856,0.07438016528925624,0,0,0
774,3.340909090909091,2.625,0.03305785123966943,0,0,0
777,3.5,2.675,0.041322314049586806,0,0,0
780,3.525,2.6666666666666665,0.09090909090909088,0,0,0
784,3.5,2.53125,0.0181818181818182,0,0,0
786,3.5,3.0625,0.12727272727272737,0,0,0
787,3.65625,2.9375,0.10227272727272735,0,0,0
788,NA,NA,NA,1,1,1
789,3.6875,2.75,0.038961038961038995,0,0,0
792,3.35,2.6666666666666665,0.07272727272727278,0,0,1
802,3.4444444444444446,2.875,0.054545454545454584,0,0,0
804,3.361111111111111,3.0277777777777777,0.054545454545454564,0,0,0
810,3.375,2.5833333333333335,0.23636363636363647,0,0,0
815,3.1666666666666665,2.6785714285714284,0.045454545454545484,0,0,0
818,3.46875,2.5,0.07070707070707077,0,0,0
821,3.25,3.175,0.0181818181818182,0,0,0
826,3.675,2.9166666666666665,0.07272727272727277,0,0,0
827,NA,NA,NA,1,1,1
832,3.5,NA,0.0,0,0,0
836,NA,NA,NA,1,1,1
838,3.522727272727273,3.175,0.06611570247933887,0,0,0
839,3.85,2.625,0.016528925619834725,0,0,0
844,3.5,3.25,0.0,0,0,0
845,3.409090909090909,2.95,0.0661157024793389,0,0,0
850,3.55,2.638888888888889,0.10000000000000006,0,0,0
851,3.4166666666666665,3.09375,0.22222222222222227,0,0,0
853,3.3333333333333335,2.71875,0.1363636363636365,0,0,0
857,3.55,2.84375,0.09090909090909097,0,0,1
864,3.75,2.825,0.1363636363636365,0,0,0
867,3.3055555555555554,2.75,0.02727272727272729,0,0,0
868,3.5454545454545454,3.1363636363636362,0.0661157024793389,0,0,0
873,3.5357142857142856,3.3214285714285716,0.03896103896103898,0,0,1
875,3.15625,2.5625,0.08080808080808086,0,0,0
878,NA,NA,NA,1,1,1
880,3.5681818181818183,2.8214285714285716,0.23966942148760345,0,0,0
881,3.6944444444444446,2.6875,0.09090909090909098,0,0,0
883,NA,NA,NA,1,1,1
884,NA,NA,NA,1,1,1
888,3.477272727272727,3.361111111111111,0.05785123966942154,0,0,0
890,NA,NA,NA,1,1,1
891,3.625,3.5,0.0,0,0,0
895,3.375,2.361111111111111,0.22727272727272724,0,0,0
896,3.611111111111111,2.90625,0.07070707070707072,0,0,0
898,3.272727272727273,2.4722222222222223,0.0661157024793389,0,0,0
902,NA,NA,NA,1,1,1
903,3.5681818181818183,3.025,0.11818181818181828,0,0,0
906,3.45,3.15625,0.06363636363636369,0,0,0
910,3.2777777777777777,2.9642857142857144,0.13131313131313133,0,0,0
913,3.65,2.5555555555555554,0.19090909090909097,0,0,0
915,2.9166666666666665,2.375,0.0454545454545455,0,1,0
916,3.125,2.25,0.0909090909090909,0,0,0
919,3.475,2.9285714285714284,0.10909090909090917,0,0,0
921,3.325,3.0,0.10909090909090917,0,0,0
923,3.25,3.0,0.0,0,1,0
926,3.3055555555555554,3.0833333333333335,0.06363636363636369,0,0,0
927,3.2954545454545454,3.175,0.008264462809917354,0,0,0
930,3.45,2.75,0.14545454545454548,0,0,0
932,3.6875,2.4583333333333335,0.17045454545454558,0,0,0
934,3.611111111111111,3.0277777777777777,0.09090909090909088,0,0,0
937,3.6818181818181817,3.125,0.04545454545454546,0,0,0
938,NA,NA,NA,1,1,1
940,3.4444444444444446,2.4444444444444446,0.06363636363636369,0,0,0
944,3.5681818181818183,2.725,0.11570247933884308,0,0,0
946,3.4285714285714284,2.96875,0.12500000000000008,0,0,0
949,3.3125,3.0714285714285716,0.20454545454545456,0,1,0
957,3.159090909090909,2.5,0.1900826446280992,0,0,0
960,NA,NA,NA,1,1,1
964,3.25,3.25,0.181818181818182,0,0,0
969,3.65625,2.5833333333333335,0.19318181818181826,0,1,0
970,3.7142857142857144,3.375,0.051948051948051965,0,0,0
973,3.5,2.5555555555555554,0.14545454545454556,0,0,0
974,3.4166666666666665,2.625,0.10606060606060615,0,0,0
977,3.28125,2.75,0.2500000000000002,0,0,0
978,3.409090909090909,2.96875,0.10743801652892569,0,0,0
984,3.477272727272727,2.8055555555555554,0.09917355371900834,0,0,0
985,3.25,2.0,0.18181818181818193,0,0,1
987,3.3,3.375,0.11818181818181817,0,0,0
988,3.1,2.65,0.09090909090909097,0,0,0
989,3.375,2.638888888888889,0.0909090909090909,0,0,0
992,3.6,2.90625,0.18181818181818196,0,0,0
997,3.05,3.1944444444444446,0.06363636363636369,0,0,0
999,3.2954545454545454,3.3055555555555554,0.04132231404958681,0,0,0
1001,NA,NA,NA,1,1,1
1009,NA,NA,NA,1,1,1
1015,3.6666666666666665,2.25,0.06060606060606066,0,0,0
1016,3.15,2.4375,0.13223140495867766,0,0,0
1020,3.625,3.025,0.08181818181818187,0,0,0
1021,3.8,2.9166666666666665,0.08181818181818186,0,0,0
1022,3.5,2.861111111111111,0.09090909090909095,0,0,0
1027,NA,NA,NA,1,1,1
1030,3.5,3.0,0.05050505050505052,0,0,0
1031,3.4722222222222223,3.2083333333333335,0.07070707070707076,0,0,0
1036,3.3863636363636362,3.2142857142857144,0.008264462809917354,0,0,0
1037,3.4545454545454546,3.25,0.10743801652892569,0,0,0
1038,3.2954545454545454,2.6363636363636362,0.25619834710743805,0,0,0
1040,3.375,3.0,0.31818181818181795,0,1,0
1046,3.2083333333333335,2.8,0.07575757575757582,0,0,0
1047,3.375,2.75,0.0,0,0,0
1051,3.340909090909091,3.05,0.04958677685950417,0,0,1
1054,3.5833333333333335,2.7142857142857144,0.02020202020202022,0,0,0
1056,3.40625,2.7857142857142856,0.060606060606060635,0,0,0
1057,3.6,2.775,0.10743801652892561,0,0,0
1058,3.272727272727273,2.75,0.10743801652892572,0,0,0
1061,3.3055555555555554,2.875,0.07272727272727278,0,0,0
1063,3.5714285714285716,2.75,0.04545454545454547,0,0,0
1068,3.2045454545454546,3.34375,0.1570247933884297,0,0,0
1073,3.409090909090909,2.611111111111111,0.08264462809917363,0,0,0
1074,3.475,3.275,0.01818181818181818,0,0,0
1075,3.5,3.3125,0.13636363636363644,0,0,0
1078,3.357142857142857,2.55,0.11363636363636374,0,0,0
1080,3.3214285714285716,3.142857142857143,0.12987012987012986,0,0,0
1082,3.675,3.0833333333333335,0.08181818181818187,0,0,0
1083,3.25,2.0,0.0,0,1,0
1084,3.75,3.375,0.06060606060606065,0,0,0
1086,3.6363636363636362,3.0,0.1727272727272729,0,0,0
1088,3.3181818181818183,2.78125,0.03305785123966943,0,0,0
1089,3.4545454545454546,3.2222222222222223,0.140495867768595,0,0,0
1093,3.4583333333333335,2.35,0.090909090909091,0,0,0
1094,3.1944444444444446,2.5625,0.0363636363636364,0,0,0
1096,NA,NA,NA,1,1,1
1099,NA,NA,NA,1,1,1
1100,3.375,2.125,0.0303030303030303,0,0,0
1101,3.275,2.575,0.09090909090909097,0,0,0
1109,3.590909090909091,3.025,0.2181818181818183,0,0,0
1111,3.5,3.0555555555555554,0.07272727272727278,0,0,1
1112,3.525,2.6944444444444446,0.19834710743801665,0,0,0
1116,3.375,3.075,0.16363636363636377,0,0,1
1117,3.2954545454545454,2.1785714285714284,0.16528925619834714,0,0,0
1120,3.525,3.4166666666666665,0.04545454545454547,0,0,1
1121,3.1818181818181817,3.2,0.07438016528925617,0,0,0
1126,3.6666666666666665,2.25,0.21212121212121196,0,1,0
1127,3.1666666666666665,2.75,0.24242424242424224,0,0,0
1131,3.3,2.5625,0.06611570247933887,0,0,0
1132,3.6666666666666665,2.6875,0.0101010101010101,0,0,0
1136,3.4318181818181817,2.84375,0.03305785123966943,0,0,0
1137,3.34375,2.3214285714285716,0.19191919191919193,0,0,0
1141,3.425,2.75,0.09090909090909098,0,0,0
1142,3.3863636363636362,2.7142857142857144,0.09917355371900836,0,0,0
1148,NA,NA,NA,1,1,1
1150,3.45,2.625,0.10000000000000009,0,0,0
1151,3.638888888888889,2.5714285714285716,0.12396694214876042,0,0,0
1156,3.25,3.325,0.06363636363636369,0,0,0
1158,3.35,3.0,0.08264462809917353,0,0,0
1162,3.475,2.9166666666666665,0.04958677685950417,0,0,0
1165,3.6818181818181817,2.75,0.10743801652892566,0,0,0
1168,3.361111111111111,3.0714285714285716,0.030303030303030318,0,0,0
1170,3.25,2.0,0.15151515151515166,0,0,0
1175,3.25,3.3125,0.1454545454545456,0,0,0
1182,3.375,2.95,0.18181818181818193,0,0,1
1186,3.15,3.0,0.045454545454545484,0,0,0
1187,3.3863636363636362,3.1875,0.14049586776859513,0,0,0
1188,3.4318181818181817,2.9722222222222223,0.1322314049586778,0,0,1
1190,3.3,3.4583333333333335,0.13636363636363646,0,0,0
1191,3.475,2.2916666666666665,0.2479338842975206,0,0,0
1192,3.3214285714285716,2.392857142857143,0.04545454545454547,0,0,0
1197,3.4444444444444446,3.25,0.09999999999999998,0,0,0
1199,3.75,3.5,0.0,0,0,0
1201,3.4318181818181817,3.075,0.140495867768595,0,0,0
1202,3.5555555555555554,3.25,0.0727272727272728,0,1,0
1203,3.6,2.675,0.15454545454545457,0,0,0
1208,3.34375,2.9,0.0202020202020202,0,0,0
1210,3.4166666666666665,2.90625,0.14545454545454536,0,0,0
1213,3.388888888888889,2.5,0.13131313131313133,0,0,0
1216,3.409090909090909,2.9444444444444446,0.04132231404958681,0,0,0
1217,3.675,3.125,0.14545454545454545,0,0,0
1218,NA,NA,NA,1,1,1
1221,NA,NA,NA,1,1,1
1224,3.625,2.75,0.09090909090909098,0,0,1
1227,NA,NA,NA,1,1,1
1233,3.5,3.375,0.0,0,0,0
1235,NA,NA,0.272727272727273,0,0,0
1236,3.3055555555555554,3.375,0.0101010101010101,0,0,0
1239,3.5,2.975,0.09090909090909097,0,0,0
1240,3.5681818181818183,2.85,0.04958677685950417,0,0,0
1243,3.4285714285714284,3.0833333333333335,0.12499999999999999,0,0,0
1244,3.45,2.75,0.20909090909090908,0,0,0
1245,3.1944444444444446,2.9285714285714284,0.10101010101010109,0,0,0
1249,3.25,2.25,0.181818181818182,0,0,0
1260,3.4318181818181817,3.21875,0.0661157024793389,0,0,0
1261,3.575,3.15,0.08181818181818189,0,0,0
1263,NA,NA,NA,1,1,1
1267,3.75,2.5,0.0,0,0,0
1269,NA,NA,NA,1,1,1
1270,3.65,2.975,0.08181818181818187,0,0,0
1273,NA,NA,NA,1,1,1
1274,3.425,2.5625,0.06363636363636369,0,0,0
1278,NA,NA,0.272727272727273,0,0,0
1281,3.638888888888889,2.84375,0.14049586776859505,0,0,0
1285,NA,NA,NA,1,1,1
1287,3.2857142857142856,2.35,0.15151515151515163,0,0,0
1290,3.475,2.7,0.15454545454545468,0,0,1
1292,3.2954545454545454,3.0625,0.090909090909091,0,0,0
1293,3.5,NA,0.0,0,0,0
1294,NA,NA,NA,1,1,1
1295,3.5277777777777777,2.65625,0.10101010101010098,0,0,0
1296,3.5,3.75,0.0,1,0,0
1299,3.425,2.8,0.09090909090909097,0,0,0
1309,3.375,2.875,0.2727272727272729,0,0,0
1311,3.5625,3.0,0.08080808080808083,0,1,0
1313,3.375,2.9722222222222223,0.016528925619834708,0,0,0
1317,3.5,2.90625,0.18181818181818185,0,0,0
1320,3.425,2.96875,0.07272727272727278,0,0,0
1324,3.477272727272727,2.875,0.12396694214876042,0,0,0
1327,3.125,2.75,0.0303030303030303,0,0,0
1328,3.75,2.5555555555555554,0.06060606060606063,0,0,0
1332,3.45,2.75,0.05454545454545458,0,0,0
1334,NA,NA,NA,1,1,1
1337,NA,NA,NA,1,1,1
1338,3.1666666666666665,2.8214285714285716,0.10101010101010097,0,0,0
1342,NA,NA,NA,1,1,1
1343,3.5,2.625,0.116883116883117,0,0,0
1347,3.53125,3.25,0.06060606060606063,0,0,0
1354,3.3181818181818183,3.0,0.14876033057851243,0,0,0
1357,3.4318181818181817,3.2,0.08264462809917363,0,0,0
1360,3.3181818181818183,2.725,0.07438016528925624,0,0,0
1369,3.6,2.7222222222222223,0.20661157024793386,0,0,0
1370,3.75,2.78125,0.0272727272727273,0,0,0
1374,3.5,2.7222222222222223,0.12727272727272737,0,0,0
1376,NA,NA,NA,1,1,1
1377,3.5,3.0,0.13636363636363646,0,0,0
1379,3.675,2.5555555555555554,0.07272727272727278,0,0,0
1380,3.5,3.4722222222222223,0.02479338842975208,0,0,0
1381,3.65,2.875,0.0727272727272728,0,0,0
